,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
42573,Instagram,557866451,MrPottery,2017-06-23 0:00:00,United Kingdom,10.26,5,Great Social Media App,Use this more than Facebook and Twitter these days. Looking forward to seeing the business developments in the U.K.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=557866451,42956,other,very negative,
10260,Instagram,363325037,VanityOfVanitiesAllisVanity,2017-06-05 0:00:00,United States,10.23,5,âœŒï¿½,Fantastic,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=363325037,10413,other,very negative,
14557,Instagram,135314439,capton organic,2017-05-17 0:00:00,United States,10.21,1,Videos not playing,"The videos are not playing I can hear the audio playing in the background but the video is frozen. This happens will th all types of videos like posts, stories, and live videos. I tried deleting and reinstalling but no luck",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=135314439,14710,bug report,neutral,
4565,Instagram,513159517,Emmily Enn,2017-06-29 0:00:00,United States,10.27,1,I've been patient,"It's now been 4 months since I could use the instagram log in screen. Every single time i'm logged out, i have to send an email, and then log back in. I have happily done this for these months, because i loved instagram. But the clear ignorance towards their consumers is disgusting! Now, i'm not able to log in to instagram completely, even my emails are denied! If instagram could literally listen for five seconds, they could hear the community outcry and FIX THEIR APP!

Edit for this update: even throughout the outcry instagram has STILL NOT FIXED THEIR APP!!! It's actually terrible how little instagram cares about their audience 

ANOTHER edit the current update: I edited my original review 15 days ago, and i'm doubtful it was even looked at. Nothing has changed except the error message comes up even faster. Disgusted.

I just want to use my account. i'm defeated, tired, and a little bit disappointed. just let me use my account.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=513159517,4718,bug report,very negative,
14630,Instagram,337413507,Renzo Fortini,2017-05-17 0:00:00,United States,10.21,1,Notifications and Posts Order,"Fix the issue that i cant see all my notifications, also fix the issue with the posts i only see a few",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=337413507,14783,bug report,neutral,
18093,Instagram,102148595,feedbackfromks,2017-05-01 0:00:00,United States,10.18,1,Annoying,"My favorite new Instagram feature is that if you close your phone before saving a draft or publishing, the app refreshes and you lose all edits. Especially fun if you've worked on several photos! :)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=102148595,18246,bug report,negative,
47234,Instagram,557283769,Oh what the ugly girl,2017-06-08 0:00:00,Hong Kong,10.24,1,post,post,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=557283769,47617,noise,,
16368,Instagram,254621356,RSDRMR,2017-05-09 0:00:00,United States,10.19,1,Chronological order !!!!!,I barely go on the app now. It was way better to see the posts by the time it was posted. I don't like seeing posts from 3 or 4 days ago!!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=254621356,16521,requirement,negative,functional
7228,Instagram,100177215,E6process,2017-06-18 0:00:00,United States,10.25,1,I want to see everything. IN ORDER.,Please put it back to seeing every post in the order they were posted. I understand advertising. I really do. That's fine. But this WAS my favorite social media app. Honestly thinking about deleting it. And that's sad.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=100177215,7381,requirement,negative,functional
8647,Instagram,324020690,Belugaunicorns,2017-06-11 0:00:00,United States,10.25,1,Fix your problem,"I was enjoying the app but now I absolutely hate it. I can't log in any of my accounts. I've tried multiple times to delete it and reinstall it but there's no use. I've also restarted my phone but nothing will work to fix the problem ""sorry, there was a problem with your request."" I encourage you guys to look at this problem and provide us a solution, there have been many cases that have the same problem as I and you haven't looked at it or found a solution. Thank you :)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=324020690,8800,bug report,very negative,
14898,Instagram,120436856,Dcarrasc0,2017-05-16 0:00:00,United States,10.21,1,1 start for the most recent app version (May 16),"Instagram ""encounters an error"" way too much and won't load anything",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=120436856,15051,bug report,neutral,
2014,Instagram,391307001,Mlc james,2017-05-21 0:00:00,Canada,10.21,1,Review,Needs to be faster to slow,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=391307001,2159,requirement,neutral,non-functional
8578,Instagram,184987365,Cali_Ghost,2017-06-12 0:00:00,United States,10.25,1,Annoying update side effects,I am trying to post two pictures in one post and it continues to fail,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=184987365,8731,bug report,neutral,
11554,Instagram,267207396,@AntHampton,2017-05-31 0:00:00,United States,10.22,1,Nothing works,Tags don't work. Functionality used to be great. Customer service should be better.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=267207396,11707,bug report,neutral,
17220,Instagram,404479504,KunemXerit,2017-05-05 0:00:00,United States,10.19,1,Trash app.,"""Sorry, there was a problem with your request""",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=404479504,17373,bug report,neutral,
7970,Instagram,39072035,Not so happy guy.,2017-06-14 0:00:00,United States,10.25,1,App Keeps Crashing,Started today June 14th. iPhone 6s,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=39072035,8123,bug report,neutral,
39372,Instagram,36399404,Tristo 09,2017-06-20 0:00:00,Australia,10.23,1,Worse and worse,"Full of sponsored ads, nothing to do with anything I am interested in, plus auto play in all videos with sound. How am I supposed to use instagram in public if my phone blares out irrelevant ads and videos every few seconds when scrolling because all videos auto play with sound on. Not impressed.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=36399404,39671,requirement,negative,functional
5106,Instagram,335924254,Nia Merp,2017-06-27 0:00:00,United States,10.27,1,Account Banned,"Not only did my account get deleted for no reason at all, but i have filed appeal after appeal. I can't use my account that i've had for 3+ years now. I met new people and had important messages and pictures on there. Thanks for nothing once again instagram!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=335924254,5259,other,very negative,
6461,Instagram,228730295,Tms00,2017-06-21 0:00:00,United States,10.26,1,Chronological Order!,Please bring back chronological order! No one wants to see repeated posts or posts from 19 hours ago! I would like to see the posts in real time. This has to be possible as this is how it was before!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=228730295,6614,requirement,negative,functional
10169,Instagram,386985519,Lshaosbskabaisb,2017-06-05 0:00:00,United States,10.23,1,Stop hiding reviews,"I find it EXTREMELY hard to believe that an app such as instagram ""doesn't have enough ratings to show"" when the other day it did. You're hiding the fact that you have bad ratings because all you do is copy Snapchat.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=386985519,10322,other,very negative,
9391,Instagram,534727271,Melispro12,2017-06-08 0:00:00,United States,10.24,1,It's ok,I used to LOVE this app but now it's kinda getting really old.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=534727271,9544,other,negative,
10297,Instagram,32157516,VWman86,2017-06-05 0:00:00,United States,10.23,1,The Adds are ruining instagram,I've been an instragram user since 2011. Recently the adds have taken over my feed and are ruining the app for me. If they don't cease I will discontinue use of instagram and delete it.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=32157516,10450,requirement,negative,functional
7570,Instagram,213386119,Ingenious Effects,2017-06-16 0:00:00,United States,10.25,1,"Sorry, there is a problem with your request.","Hi, i have been trying to login to my account on my phone and it keeps saying Sorry, there is a problem with your request. But when I logging in on my iPad its let's me right away. Could you please fix this problem?",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=213386119,7723,bug report,neutral,
47226,Instagram,147309104,Nat'',2017-06-09 0:00:00,Hong Kong,10.24,1,Displaying sequence,What's wrong with the photos displaying sequence AGAIN? The same photo keep sitting on the top of my feed.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=147309104,47609,requirement,negative,functional
17042,Instagram,568571813,gabethbd,2017-05-06 0:00:00,United States,10.19,1,can't even access the app,i don't have a working phone number that isn't already in use. so i'm stuck on the verification screen for all eternity. gg uninstalling,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568571813,17195,other,very negative,
12939,Instagram,359861684,Starmissy93,2017-05-24 0:00:00,United States,10.22,1,Please work,"one of my account was disabled because they say i did something wrong. in which i did. i never misused the guidelines. my other account won't let sign in. although, it does work online and not within the app.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=359861684,13092,other,negative,
10298,Instagram,223336563,BulletBlood,2017-06-05 0:00:00,United States,10.23,1,Search for businesses,Would be 5 but can't look for stores on here,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=223336563,10451,requirement,positive,functional
49430,Instagram,363461592,AnkiTttttt1,2017-05-27 0:00:00,India,10.22,1,Lots of bugs,I cannot unblock those I blocked earlier.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=363461592,49813,requirement,neutral,functional
4318,Instagram,458761391,jalku150,2017-06-30 0:00:00,United States,10.27,1,Fake Follow Requests,"Just recently I've started get requests to follow me that look like legitimate people. Either people I know or people I might be interested in following. I haven't accepted their request and when I go back and look at the people who have requested to follow me, it's a different name and picture. I'm quite certain these are viruses presenting themselves as someone I would know or be interested in just so I will allow them to follow me. Not happy!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=458761391,4471,other,negative,
17438,Instagram,438868849,Frosted.-.donuts_,2017-05-04 0:00:00,United States,10.19,1,annoying,"The new updates are horrible! Even before i update my app, it gets the new 'feature' and it's quite annoying. Now i can't even zoom in a photo that i'm trying to send by DM to my friend. Please at least have the option to be able to zoom in...it's so annoying... 
Instagram is getting worse by each update...",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=438868849,17591,requirement,negative,functional
9695,Instagram,86863637,Celestine_,2017-06-07 0:00:00,United States,10.24,1,Bring back chronological order!,I'm seeing posts from days ago and nothing that's recent. And I don't even see my friends posts due to lack of likes. Please change this so we can see the most recent pics. Update after update and still no chronological order. Thus app is becoming useless.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=86863637,9848,requirement,negative,functional
